時間,風速,風向,温度,湿度,出力
1/13/2006 15:00:00,4.531187011,253.8861667,6.28,67.25,0
1/13/2006 15:15:00,4.129536077,248.2266667,6.28,67.25,0
1/13/2006 15:30:00,2.660636406,257.83175,6.28,67.25,0
1/13/2006 15:45:00,2.641846527,256.2015278,6.417155556,66.58827778,0
1/13/2006 16:00:00,1.78409283,241.3492222,6.632488889,64.77866667,0
1/13/2006 16:15:00,0.75879733,258.9106944,6.6612,63.69805556,0
1/13/2006 16:30:00,1.730343336,261.4708611,6.641955556,64.80055556,0
1/13/2006 16:45:00,3.208042708,249.2538056,6.296755556,69.63,0
1/13/2006 17:00:00,2.963938821,255.0332778,5.877644444,71.88377778,0
1/13/2006 17:15:00,2.030114948,254.49,5.484622222,75.15216667,0
1/13/2006 17:30:00,0.694648489,328.9340833,4.849822222,76.42333333,0
1/13/2006 17:45:00,1.707397477,407.1479167,4.639911111,78.05355556,0
1/13/2006 18:00:00,2.3727745,430.9651944,4.4624,78.30994444,0.320616667
1/13/2006 18:15:00,2.331282343,430.5176389,4.690444444,77.585,0.563266667
1/13/2006 18:30:00,1.398228639,391.7003056,4.768,76.76033333,0
1/13/2006 18:45:00,0.812047764,337.7477222,5.292888889,75.13877778,0
1/13/2006 19:00:00,0.534747504,256.0825833,5.604044444,74.09694444,0
1/13/2006 19:15:00,1.658088694,114.5609722,5.672622222,74.84666667,0.229383333
1/13/2006 19:30:00,1.927768052,120.8744722,5.878177778,75.68444444,0.5605
1/13/2006 19:45:00,2.240141242,105.2576667,6.009511111,75.82455556,0.44475
1/13/2006 20:00:00,2.978692283,117.2120833,5.885733333,77.22166667,0
1/13/2006 20:15:00,3.691466013,94.03586111,5.5612,84.30444444,0.70245
1/13/2006 20:30:00,3.8073655,90.383,5.446711111,91.35416667,1.060116667
1/13/2006 20:45:00,3.576655592,79.93036111,5.446533333,92.43955556,0.693366667
1/13/2006 21:00:00,1.195565837,329.9393889,5.467733333,92.24,0
1/13/2006 21:15:00,1.005127286,290.9565,5.482311111,92.50233333,0
1/13/2006 21:30:00,1.471936714,280.2126389,5.515777778,92.82377778,0
1/13/2006 21:45:00,1.834684407,284.30175,5.559955556,92.62761111,0
1/13/2006 22:00:00,2.48677371,309.8920556,5.520133333,92.69538889,0
1/13/2006 22:15:00,1.485644029,301.3898611,5.660933333,91.09611111,0.059966667
1/13/2006 22:30:00,0.952747226,236.6400278,5.891733333,88.9445,0.10645
1/13/2006 22:45:00,0.875554158,328.7371389,5.8796,89.33816667,0
1/13/2006 23:00:00,2.640352667,414.9776667,5.729733333,92.91177778,0.0046
1/13/2006 23:15:00,1.929944746,415.8955833,5.894488889,93.68116667,0
1/13/2006 23:30:00,1.18951319,291.4228889,5.814666667,93.22677778,0
1/13/2006 23:45:00,3.543667212,261.9320556,5.553422222,94.06733333,0
1/14/2006 0:00:00,3.897143924,262.0872778,5.594933333,94.58166667,0
1/14/2006 0:15:00,4.118613837,253.8904444,5.5816,94.84816667,0
1/14/2006 0:30:00,2.430515722,255.5810556,5.4248,95.38883333,0
1/14/2006 0:45:00,2.416740366,260.8424722,5.443911111,95.5165,0
1/14/2006 1:00:00,3.597757732,263.0926389,5.341422222,95.7915,0.765516667
1/14/2006 1:15:00,3.241154488,262.25025,5.432711111,96.223,0.587383333
1/14/2006 1:30:00,2.846698998,269.7954444,5.4784,96.39955556,0.012516667
1/14/2006 1:45:00,2.59092806,288.1408056,5.527688889,96.71394444,0
1/14/2006 2:00:00,1.763307127,304.7506667,5.588,96.90677778,0
1/14/2006 2:15:00,1.071157623,352.2955,5.607333333,97.0055,0
1/14/2006 2:30:00,0.995449673,406.3736667,5.695111111,97.27233333,0
1/14/2006 2:45:00,1.665353273,275.7064167,5.7972,97.224,0
1/14/2006 3:00:00,3.314161252,246.4030833,5.701955556,96.85627778,0
1/14/2006 3:15:00,3.974120374,262.1324444,5.547422222,96.90883333,0.002616667
1/14/2006 3:30:00,3.981926881,255.9171944,5.616577778,97.15672222,0
1/14/2006 3:45:00,3.682263229,255.4900833,5.675022222,97.30344444,0
1/14/2006 4:00:00,2.842068204,259.2893333,5.805955556,97.17688889,0
1/14/2006 4:15:00,2.918786618,254.1201389,5.842933333,96.98194444,0
1/14/2006 4:30:00,2.594829806,255.4185,5.741155556,97.23166667,0
1/14/2006 4:45:00,3.216113348,249.4891111,5.737955556,97.14088889,0
1/14/2006 5:00:00,2.527537727,255.0403889,5.749155556,97.16166667,0
1/14/2006 5:15:00,3.337471241,252.6714444,5.856711111,96.90861111,0
1/14/2006 5:30:00,2.883797719,247.2448333,6.062,96.30333333,0
1/14/2006 5:45:00,2.528259798,255.1790833,5.961288889,96.52605556,0
1/14/2006 6:00:00,1.947032541,250.8106389,5.993022222,96.51022222,0
1/14/2006 6:15:00,3.313226743,255.6038889,5.941911111,96.44222222,0
1/14/2006 6:30:00,2.507677711,246.30325,6.068577778,96.12805556,0
1/14/2006 6:45:00,2.733933196,252.4448333,6.132311111,96.18188889,0
1/14/2006 7:00:00,2.60379847,258.1537778,6.155377778,96.02472222,0
1/14/2006 7:15:00,2.749906906,250.2520833,6.247333333,95.85038889,0
1/14/2006 7:30:00,4.341393437,249.0562222,6.247155556,95.68844444,0.0403
1/14/2006 7:45:00,6.481387372,248.06875,6.154222222,95.82866667,2.20075
1/14/2006 8:00:00,2.31270645,252.2894444,6.247466667,96.2925,0.142083333
1/14/2006 8:15:00,1.129554431,283.8030556,6.378622222,96.52411111,0.70505
1/14/2006 8:30:00,1.249074316,334.6621944,6.5516,96.212,0
1/14/2006 8:45:00,1.378726174,302.6279444,6.630177778,96.09761111,0
1/14/2006 9:00:00,1.237088273,256.0690278,6.664088889,95.56655556,0
1/14/2006 9:15:00,2.460519197,243.7625833,6.647244444,95.94883333,0
1/14/2006 9:30:00,0.744408251,259.1126806,6.670933333,96.33427778,0
1/14/2006 9:45:00,0.912146954,188.4373611,6.858355556,96.72,0
1/14/2006 10:00:00,0.779677863,206.5986389,6.948888889,96.66627778,0
1/14/2006 10:15:00,1.288668922,257.4481111,6.833644444,96.80005556,0
1/14/2006 10:30:00,1.724059493,275.7116111,6.712977778,96.97494444,0
1/14/2006 10:45:00,1.884794867,271.6633333,6.372711111,97.03772222,0
1/14/2006 11:00:00,2.198744196,253.1608333,6.522133333,97.73494444,0
1/14/2006 11:15:00,5.372437136,253.2500833,6.021355556,94.54847222,0
1/14/2006 11:30:00,2.877946361,247.3878611,6.595733333,97.90094444,0
1/14/2006 11:45:00,2.477646936,177.4751944,6.841288889,98.19183333,0.21525
1/14/2006 12:00:00,7.33555307,119.0245,7.184488889,96.28822222,7.10485
1/14/2006 12:15:00,3.699416561,362.2938889,8.087777778,98.40011111,4.6861
1/14/2006 12:30:00,3.903841019,346.3811667,8.291111111,98.91972222,0.5447
1/14/2006 12:45:00,2.905310296,426.3055556,9.610311111,99.54433333,0.287983333
1/14/2006 13:00:00,4.260670523,433.6276667,12.15208889,99.88433333,2.27645
1/14/2006 13:15:00,6.750298223,443.87475,13.43231111,99.04572222,5.528433333
1/14/2006 13:30:00,6.515919034,443.179,13.91257778,97.48638889,4.99905
1/14/2006 13:45:00,6.789181973,445.2441389,14.0076,97.27216667,8.138716667
1/14/2006 14:00:00,6.160325821,452.1528611,14.22177778,96.8965,6.408416667
1/14/2006 14:15:00,5.231956849,454.4555278,14.22448889,96.744,5.160783333
1/14/2006 14:30:00,3.801049152,450.7707778,14.29004444,97.10527778,4.8776
1/14/2006 14:45:00,6.635841169,446.5755278,14.45577778,96.80516667,8.1294
1/14/2006 15:00:00,5.991644449,449.0898333,14.61137778,95.73488889,5.523116667
1/14/2006 15:15:00,4.436610376,448.2359722,14.72124444,94.774,1.70515
1/14/2006 15:30:00,4.682605663,422.0781667,14.81546667,93.52344444,0.275716667
1/14/2006 15:45:00,3.136321388,384.9293611,14.50444444,93.21605556,2.053383333
1/14/2006 16:00:00,5.017358541,414.3767778,14.6692,92.56027778,2.456916667
1/14/2006 16:15:00,7.742153007,288.2970833,11.79764444,90.22638889,9.223016667
1/14/2006 16:30:00,8.108305693,312.1311111,10.10244444,95.2635,19.36528333
1/14/2006 16:45:00,11.59625923,317.9103611,10.36457778,96.76022222,19.91491667
1/14/2006 17:00:00,12.73303422,320.9861389,10.37391111,96.94338889,20.15543333
1/14/2006 17:15:00,12.43178892,318.6057778,10.36942222,96.98194444,19.96893333
1/14/2006 17:30:00,11.45074225,312.4489444,10.34297778,96.45994444,19.89046667
1/14/2006 17:45:00,12.327894,314.73525,10.42208889,95.95533333,20.17456667
1/14/2006 18:00:00,12.75489156,320.2493889,10.32,95.82677778,19.88925
1/14/2006 18:15:00,13.69803506,317.3207778,10.44146667,95.52166667,19.63951667
1/14/2006 18:30:00,13.44891666,318.8619444,10.6832,93.30927778,19.99321667
1/14/2006 18:45:00,14.74861238,318.9323333,10.83662222,90.52388889,20.12453333
1/14/2006 19:00:00,13.02425248,314.5121944,11.07755556,87.85822222,19.06341667
1/14/2006 19:15:00,10.64918886,312.9440278,10.69995556,86.79994444,15.1656
1/14/2006 19:30:00,12.41509884,313.5042222,10.37524444,85.336,18.47191667
1/14/2006 19:45:00,12.99082924,314.6998333,10.63786667,83.533,17.99495
1/14/2006 20:00:00,15.6592714,313.7097778,10.5872,83.42555556,18.72516667
1/14/2006 20:15:00,16.70269608,308.6026667,10.75768889,82.5895,20.25493333
1/14/2006 20:30:00,14.80352761,300.7758889,10.39173333,83.84616667,20.25573333
1/14/2006 20:45:00,13.7581482,294.7948611,9.849733333,87.33905556,20.22906667
1/14/2006 21:00:00,14.84834846,291.821,9.715777778,87.60427778,20.04353333
1/14/2006 21:15:00,14.02648617,295.4801944,9.446133333,87.7695,19.45986667
1/14/2006 21:30:00,12.60723365,291.4449722,9.273644444,87.36611111,18.90488333
1/14/2006 21:45:00,14.83728058,291.3158056,9.251155556,84.64788889,18.3536
1/14/2006 22:00:00,13.51340883,290.6020278,8.948311111,84.46138889,19.50611667
1/14/2006 22:15:00,13.38314003,290.2243889,8.529111111,85.92977778,20.0819
1/14/2006 22:30:00,14.33776026,294.0057222,8.543555556,85.39622222,20.21451667
1/14/2006 22:45:00,15.20808324,290.4711111,8.594711111,84.12888889,20.25088333
1/14/2006 23:00:00,14.75142848,296.8091667,8.314044444,84.49672222,20.06931667
1/14/2006 23:15:00,14.81956825,298.5112778,8.282355556,84.10455556,20.06701667
1/14/2006 23:30:00,14.81248186,294.4353333,8.451244444,82.983,19.998
1/14/2006 23:45:00,15.34415016,294.1075,8.507777778,82.48594444,20.14183333
1/15/2006 0:00:00,15.11598827,292.3306389,8.2996,83.01938889,20.26213333
1/15/2006 0:15:00,14.62628311,295.4648056,7.994844444,83.82066667,20.2598
1/15/2006 0:30:00,14.51811374,295.4470278,8.012355556,83.74155556,19.83528333
1/15/2006 0:45:00,14.10435539,296.0845556,7.868222222,84.18972222,19.89928333
1/15/2006 1:00:00,14.29130194,289.2303611,7.895022222,83.75122222,20.1637
1/15/2006 1:15:00,13.87556809,288.7405,7.995555556,82.60622222,20.2515
1/15/2006 1:30:00,12.36356465,296.108,7.697422222,83.39855556,19.85183333
1/15/2006 1:45:00,12.70527538,304.42525,7.594888889,83.66888889,20.03751667
1/15/2006 2:00:00,12.52483481,309.3098611,7.706933333,81.87277778,19.76148333
1/15/2006 2:15:00,13.93916794,303.6533333,7.797377778,80.72,19.09533333
1/15/2006 2:30:00,12.95156955,306.4972222,7.720266667,80.69505556,18.27061667
1/15/2006 2:45:00,12.37621339,309.34,7.5732,80.80405556,18.83893333
1/15/2006 3:00:00,9.804208662,310.6443056,7.317866667,81.63844444,17.77198333
1/15/2006 3:15:00,10.46306874,308.3376667,7.1648,81.87683333,19.44131667
1/15/2006 3:30:00,10.86529989,301.751,7.2824,80.42672222,17.73891667
1/15/2006 3:45:00,11.25012231,303.4626667,7.146666667,80.43072222,14.18831667
1/15/2006 4:00:00,11.52247564,300.7854722,7.085733333,79.48377778,13.601
1/15/2006 4:15:00,11.05077187,297.6094722,7.057822222,78.50911111,14.31543333
1/15/2006 4:30:00,9.029639966,308.3705278,6.892177778,77.94827778,13.5823
1/15/2006 4:45:00,7.646906628,315.0403611,6.6132,78.45827778,16.4271
1/15/2006 5:00:00,7.441011736,318.80575,6.572488889,77.29361111,17.56303333
1/15/2006 5:15:00,7.924286281,319.4900278,6.756177778,74.67272222,15.0809
1/15/2006 5:30:00,6.751616553,310.1770556,6.596222222,74.72027778,11.2003
1/15/2006 5:45:00,5.036832417,290.7638611,6.122311111,77.28094444,6.219466667
1/15/2006 6:00:00,8.040991424,299.9215556,6.078177778,77.20994444,7.733766667
1/15/2006 6:15:00,8.954038734,313.3071389,6.236044444,75.92733333,9.889383333
1/15/2006 6:30:00,8.060320534,315.0473056,6.4428,74.26477778,10.9089
1/15/2006 6:45:00,7.565688612,319.2807222,6.214622222,74.92938889,10.42733333
1/15/2006 7:00:00,9.129116103,325.8733611,6.694222222,71.276,16.58808333
1/15/2006 7:15:00,8.655713776,325.1913333,6.891066667,69.61844444,14.33921667
1/15/2006 7:30:00,9.08018019,326.3072778,6.893022222,70.15955556,15.58681667
1/15/2006 7:45:00,10.41671537,326.5567778,7.130711111,69.80811111,19.05651667
1/15/2006 8:00:00,12.31884777,323.4438333,7.886711111,66.38088889,19.79131667
1/15/2006 8:15:00,11.96514192,318.4562222,8.311777778,64.93572222,19.4382
1/15/2006 8:30:00,10.57481774,315.4391111,8.881466667,62.72922222,17.36133333
1/15/2006 8:45:00,10.43445636,315.5348333,8.738088889,64.06666667,17.25141667
1/15/2006 9:00:00,11.07900877,315.6447778,9.015422222,62.96277778,18.77168333
1/15/2006 9:15:00,10.66796975,315.27375,9.062933333,63.19305556,18.02276667
1/15/2006 9:30:00,11.63881424,316.3583889,9.476577778,60.46061111,18.33763333
1/15/2006 9:45:00,11.15263003,315.5694722,9.170577778,61.82061111,16.90991667
1/15/2006 10:00:00,10.32633821,313.75525,9.398222222,62.25905556,15.85915
1/15/2006 10:15:00,10.01943465,313.5918889,10.16444444,58.74544444,13.32521667
1/15/2006 10:30:00,10.36914652,311.6109167,10.29146667,57.24566667,12.58136667
1/15/2006 10:45:00,9.959478584,312.8797222,9.761733333,59.13394444,11.2009
1/15/2006 11:00:00,9.52333808,314.0406944,9.986844444,59.2685,11.14996667
1/15/2006 11:15:00,9.812303768,311.6407778,10.46453333,57.079,12.70953333
1/15/2006 11:30:00,9.963710102,314.4585556,10.84048889,55.80083333,10.38483333
1/15/2006 11:45:00,9.218118077,314.0218056,11.93604444,52.794,8.9163
1/15/2006 12:00:00,9.889922314,311.0385833,11.75142222,52.62172222,10.0904
1/15/2006 12:15:00,6.768629291,299.2760278,11.24466667,53.87555556,9.026933333
1/15/2006 12:30:00,6.322750847,298.8060833,11.64493333,51.79238889,6.680133333
1/15/2006 12:45:00,6.033395677,297.9973611,12.48328889,49.22566667,7.07
1/15/2006 13:00:00,6.39266025,291.5975833,11.57306667,53.40844444,6.6216
1/15/2006 13:15:00,6.535818596,292.7806667,11.42106667,55.02038889,5.533183333
1/15/2006 13:30:00,6.892232309,293.5903889,10.89364444,58.27194444,3.241016667
1/15/2006 13:45:00,5.178629674,278.8064444,10.44213333,60.72277778,2.706983333
1/15/2006 14:00:00,5.000424547,276.1411667,10.31044444,62.21905556,1.736116667
1/15/2006 14:15:00,5.484663148,274.8026389,10.83102222,59.73827778,1.375966667
1/15/2006 14:30:00,5.54468979,269.3985,10.28497778,63.69922222,1.29045
1/15/2006 14:45:00,4.20674889,265.8146111,9.946088889,64.88866667,0.49315
1/15/2006 15:00:00,3.371178838,275.3086389,10.23088889,63.22038889,0.665183333
1/15/2006 15:15:00,3.585433127,281.6554444,9.79,65.93161111,1.093933333
1/15/2006 15:30:00,3.56047444,272.2748611,9.605066667,66.41733333,0.652083333
1/15/2006 15:45:00,4.908140879,259.0266944,9.631733333,66.57405556,0.775833333
1/15/2006 16:00:00,6.394485782,255.5729444,9.4916,65.44383333,1.359833333
1/15/2006 16:15:00,7.335707032,257.3731667,9.167777778,65.72761111,2.845983333
1/15/2006 16:30:00,7.383622873,249.4189167,8.886177778,67.53544444,4.767533333
1/15/2006 16:45:00,7.00524372,253.0824444,9.210488889,67.26777778,4.819883333
1/15/2006 17:00:00,6.314546426,257.6859722,9.129422222,69.19894444,4.637983333
1/15/2006 17:15:00,6.397518191,258.7873333,9.275511111,66.72227778,4.970633333
1/15/2006 17:30:00,3.917162088,264.1581944,8.938577778,70.77922222,2.085116667
1/15/2006 17:45:00,4.520425877,254.3605556,9.204577778,66.49916667,0.844466667
1/15/2006 18:00:00,5.012275224,251.1873333,9.307511111,63.27983333,1.051666667
1/15/2006 18:15:00,5.391672046,258.1264444,9.207688889,63.84755556,1.63345
1/15/2006 18:30:00,5.775938591,261.4504444,9.080044444,67.26177778,3.759983333
1/15/2006 18:45:00,5.346674903,273.6836389,8.622844444,72.93372222,4.24985
1/15/2006 19:00:00,3.446904073,276.2116667,8.415244444,73.71322222,1.658366667
1/15/2006 19:15:00,5.1247196,263.6490833,8.6748,71.30444444,2.21145
1/15/2006 19:30:00,4.854635987,275.93175,8.488711111,73.44933333,1.4186
1/15/2006 19:45:00,3.894010984,271.1083333,8.383955556,74.6145,1.354166667
1/15/2006 20:00:00,4.041353774,289.8572222,8.225911111,74.77494444,1.37705
1/15/2006 20:15:00,5.020217677,293.4751111,8.351022222,72.28488889,2.3178
1/15/2006 20:30:00,5.844535452,290.6367778,8.640755556,65.74722222,3.338866667
1/15/2006 20:45:00,6.78629651,302.2821944,8.686977778,63.10844444,4.454116667
1/15/2006 21:00:00,6.108432458,318.2938333,8.547555556,62.3505,5.0351
1/15/2006 21:15:00,4.727969311,325.7905556,8.333111111,63.16522222,2.828883333
1/15/2006 21:30:00,3.099593644,332.80375,8.458044444,59.85505556,0.833916667
1/15/2006 21:45:00,3.09684751,316.1957778,8.094088889,63.44127778,0
1/15/2006 22:00:00,4.093760096,293.354,7.8272,65.05461111,0.7971
1/15/2006 22:15:00,4.113498954,293.4801111,8.039466667,63.87938889,1.375433333
1/15/2006 22:30:00,2.793946058,275.9521944,7.918044444,70.41755556,0.584133333
1/15/2006 22:45:00,3.284713318,261.2486111,7.690133333,72.859,0.776033333
1/15/2006 23:00:00,4.297552762,251.2152222,7.783866667,71.95583333,1.112766667
1/15/2006 23:15:00,4.310982426,266.2353611,7.600844444,71.99833333,0.57065
1/15/2006 23:30:00,4.558886808,252.8423056,7.489955556,73.37783333,0
1/15/2006 23:45:00,4.586303647,272.09625,7.572266667,71.64527778,0.927683333
1/16/2006 0:00:00,4.482996518,265.8886667,7.619733333,71.60916667,2.651933333
1/16/2006 0:15:00,6.284219172,255.7126944,7.462311111,77.12394444,1.895866667
1/16/2006 0:30:00,5.802598688,262.8540556,7.5708,74.10133333,1.900433333
1/16/2006 0:45:00,5.608505866,264.9500278,7.300711111,77.87583333,3.3074
1/16/2006 1:00:00,6.247956919,260.9518056,7.3404,78.89577778,2.042533333
1/16/2006 1:15:00,6.407868221,257.4591944,7.314622222,78.4535,1.74485
1/16/2006 1:30:00,5.528609591,257.6369167,7.290355556,77.14922222,1.2175
1/16/2006 1:45:00,5.314323532,262.1193056,7.212666667,76.60638889,1.2404
1/16/2006 2:00:00,4.979497349,269.0038889,7.039111111,78.7175,1.148683333
1/16/2006 2:15:00,4.341930303,266.3344167,6.922755556,81.6435,1.275916667
1/16/2006 2:30:00,5.653210637,254.2946389,6.985333333,81.50311111,1.595183333
1/16/2006 2:45:00,6.321030097,253.8250556,7.043822222,81.37538889,2.022666667
1/16/2006 3:00:00,7.097230667,253.1803889,6.928977778,80.83494444,3.18245
1/16/2006 3:15:00,7.349074661,254.7913333,6.6844,81.72661111,3.15695
1/16/2006 3:30:00,7.415749327,251.4884444,6.551777778,82.57355556,4.062083333
1/16/2006 3:45:00,7.79385817,256.8998611,6.755777778,80.75372222,3.40175
1/16/2006 4:00:00,7.245750834,257.3896111,6.799555556,79.56438889,2.336066667
1/16/2006 4:15:00,7.461417842,257.9485556,6.690755556,81.01083333,2.90665
1/16/2006 4:30:00,6.804312577,258.7921389,6.579022222,81.07594444,2.401333333
1/16/2006 4:45:00,6.543067713,258.8100556,6.402355556,81.77405556,2.275116667
1/16/2006 5:00:00,5.780279506,261.4891111,6.145022222,81.97877778,1.70035
1/16/2006 5:15:00,4.868058011,265.9752222,5.567244444,84.41894444,1.305266667
1/16/2006 5:30:00,5.202747388,263.0203889,5.195066667,87.82133333,1.236516667
1/16/2006 5:45:00,5.607651741,261.8185,5.1988,86.48561111,1.565733333
1/16/2006 6:00:00,5.093124761,276.7429722,5.277066667,83.29561111,1.578583333
1/16/2006 6:15:00,4.352436986,273.1781389,5.678444444,79.07755556,3.197466667
1/16/2006 6:30:00,6.04393115,280.8708889,5.846666667,79.2655,2.208233333
1/16/2006 6:45:00,6.117880547,280.1748333,5.853066667,77.08616667,1.11575
1/16/2006 7:00:00,5.466091276,272.5175556,5.844488889,75.24088889,1.498933333
1/16/2006 7:15:00,4.583095036,269.2735833,5.946977778,76.34672222,0.963
1/16/2006 7:30:00,4.572908706,267.3529444,6.061866667,77.82905556,0.626216667
1/16/2006 7:45:00,4.633070736,276.2190833,6.417777778,73.34388889,0.511183333
1/16/2006 8:00:00,4.600571973,265.1449722,6.560222222,75.23472222,0.913316667
1/16/2006 8:15:00,4.863221707,270.4546389,6.973377778,73.75927778,1.001316667
1/16/2006 8:30:00,4.984460433,268.8726944,7.984133333,69.30833333,1.074233333
1/16/2006 8:45:00,6.001313739,262.1913056,7.816088889,70.89783333,2.03785
1/16/2006 9:00:00,5.45532631,260.0666667,8.325244444,68.02261111,1.048866667
1/16/2006 9:15:00,4.832445836,266.8088333,9.280444444,63.04888889,0.839466667
1/16/2006 9:30:00,5.254136337,280.5765,8.849911111,63.0505,1.378966667
1/16/2006 9:45:00,6.155719807,281.6311111,9.789377778,59.23794444,1.09165
1/16/2006 10:00:00,6.103920331,264.0485833,9.216133333,63.71977778,1.746983333
1/16/2006 10:15:00,6.047777359,264.5840556,8.469422222,67.86622222,3.025316667
1/16/2006 10:30:00,6.231715609,260.4961111,9.5572,63.69533333,2.61185
1/16/2006 10:45:00,5.787537674,261.2686389,9.593333333,61.80955556,2.017066667
1/16/2006 11:00:00,5.45544063,266.1456667,9.441288889,63.493,1.723966667
1/16/2006 11:15:00,5.07323982,261.1703889,10.00786667,62.10772222,0.8774
1/16/2006 11:30:00,5.049605044,258.6166389,10.57924444,59.18244444,0.68465
1/16/2006 11:45:00,4.753646849,256.2020556,10.9056,58.15155556,0.739916667
1/16/2006 12:00:00,4.068034989,262.8644167,11.39737778,54.27805556,0.2227
1/16/2006 12:15:00,4.06702926,259.6568611,12.16751111,51.38411111,0.2668
1/16/2006 12:30:00,5.052785461,254.2437778,12.3476,50.34538889,0.746783333
1/16/2006 12:45:00,5.02142678,253.5696111,12.5528,49.88994444,0.751666667
1/16/2006 13:00:00,4.503951787,257.3846111,12.73568889,49.40194444,0.421166667
1/16/2006 13:15:00,4.343313346,259.5883333,12.79653333,49.41172222,0.5824
1/16/2006 13:30:00,3.657541527,266.1526667,12.76008889,48.92344444,0.201566667
1/16/2006 13:45:00,3.342565602,263.8976667,12.88982222,48.693,0
1/16/2006 14:00:00,3.782028316,258.5301667,12.984,49.27277778,0.096383333
1/16/2006 14:15:00,4.094179119,256.2783611,12.65177778,50.30361111,0.50045
1/16/2006 14:30:00,4.603396191,248.1824444,12.25422222,50.83633333,0.54875
1/16/2006 14:45:00,4.786691954,249.5246667,11.80315556,52.17888889,0.6775
1/16/2006 15:00:00,4.578846729,254.7451111,11.21693333,55.94033333,0.6542
1/16/2006 15:15:00,4.422893264,243.8165,11.25511111,55.8355,0.7111
1/16/2006 15:30:00,3.885811446,246.5072222,10.85031111,56.46172222,0.336666667
1/16/2006 15:45:00,3.989199376,241.4798611,10.29497778,59.21033333,0.2065
1/16/2006 16:00:00,3.556989626,248.3113333,9.972,60.902,0
1/16/2006 16:15:00,3.419750952,248.7210833,9.844755556,62.47488889,0
1/16/2006 16:30:00,2.016407648,258.9117222,9.391022222,65.72216667,0
1/16/2006 16:45:00,1.0937092,247.2997778,9.015688889,67.81944444,0
1/16/2006 17:00:00,0.727707698,248.6856667,8.765511111,70.77822222,0
1/16/2006 17:15:00,2.380090837,254.8003333,8.710311111,70.2295,0
1/16/2006 17:30:00,4.290537558,251.3637778,8.810355556,70.31716667,0.394016667
1/16/2006 17:45:00,4.46996446,246.5583889,8.855422222,73.68233333,0.653866667
1/16/2006 18:00:00,5.757478597,251.3134167,8.649866667,73.23083333,2.028033333
1/16/2006 18:15:00,6.379711162,251.8302778,8.813066667,73.06566667,3.123416667
1/16/2006 18:30:00,5.718981642,245.32825,8.527733333,73.09488889,1.842433333
1/16/2006 18:45:00,5.296666181,248.1978333,8.463333333,74.051,1.459333333
1/16/2006 19:00:00,4.812879491,242.7770278,8.461333333,76.34688889,1.757183333
1/16/2006 19:15:00,5.498787494,245.9695278,8.614977778,76.14233333,1.904383333
1/16/2006 19:30:00,4.982697118,251.9712222,8.6356,76.65905556,1.6061
1/16/2006 19:45:00,4.554666204,265.8275278,8.123022222,84.57611111,1.217316667
1/16/2006 20:00:00,3.958426919,247.3876111,7.864711111,88.96227778,0.39855
1/16/2006 20:15:00,3.793172348,249.2821944,7.838177778,90.82483333,0.011916667
1/16/2006 20:30:00,3.7701155,249.1900556,7.762933333,91.91222222,0.020366667
1/16/2006 20:45:00,4.095630832,251.694,7.665555556,92.59272222,0.345283333
1/16/2006 21:00:00,5.055758493,243.7690556,7.747066667,91.76355556,0.66855
1/16/2006 21:15:00,7.334095689,246.2343611,7.705466667,92.47527778,3.03295
1/16/2006 21:30:00,7.607642212,255.3432222,7.524844444,93.21944444,5.90165
1/16/2006 21:45:00,6.889480234,265.7071944,7.242222222,94.1435,5.903433333
1/16/2006 22:00:00,6.009079729,261.1885278,7.188222222,95.11816667,2.916033333
1/16/2006 22:15:00,5.191361209,249.6183056,7.175644444,95.56438889,1.259083333
1/16/2006 22:30:00,5.06032121,250.86125,7.192622222,94.63994444,0.729266667
1/16/2006 22:45:00,5.982877202,251.4204722,7.064533333,93.99166667,1.4386
1/16/2006 23:00:00,6.663474588,256.9560556,6.9928,93.65038889,3.09075
1/16/2006 23:15:00,6.340494448,265.8138333,6.849511111,93.69538889,4.566566667
1/16/2006 23:30:00,6.572380901,276.2252222,6.777466667,92.71355556,4.57105
1/16/2006 23:45:00,6.307468793,282.0634167,6.659066667,92.86488889,3.46675
1/17/2006 0:00:00,6.394314618,287.5372222,6.609022222,93.53766667,3.307266667
1/17/2006 0:15:00,6.852869713,297.5863889,6.5764,94.31105556,2.965916667
1/17/2006 0:30:00,5.997852589,289.8285,6.606755556,94.44694444,1.9795
1/17/2006 0:45:00,5.9210531,297.9876944,6.582933333,94.33455556,1.891716667
1/17/2006 1:00:00,6.239226466,301.1916667,6.497955556,94.385,2.756016667
1/17/2006 1:15:00,5.885853423,301.44425,6.541244444,92.90688889,2.957683333
1/17/2006 1:30:00,5.407680416,297.6391944,6.526577778,92.87361111,2.969316667
1/17/2006 1:45:00,5.277017069,295.2766667,6.460577778,92.3155,2.866683333
1/17/2006 2:00:00,6.232431516,298.1837778,6.430533333,92.03533333,3.650083333
1/17/2006 2:15:00,7.782902404,294.26025,6.487022222,91.19416667,6.12895
1/17/2006 2:30:00,9.57987398,293.168,6.615555556,87.45633333,8.878183333
1/17/2006 2:45:00,8.710303233,292.3045833,6.704044444,86.81838889,6.528433333
1/17/2006 3:00:00,8.166351161,299.2454167,6.501511111,88.4275,6.44405
1/17/2006 3:15:00,8.701676322,301.8564167,6.726533333,82.65838889,7.980233333
